name|reviews|star
합성 아이브호텔|<div class="txt">마산 출장 시 들렸습니다. 마산버스터미널에서 가까워서 좋고 시설 깔끔하고 좋습니다. 침구류도 포근하고 깔끔했습니다. 다음 출장이나 여행 시 재방문의사 있습니다. 잘 쉬고 에너지 충전해서 갑니다.</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">객실도 깨끗고~~ 욕실도 깨끗하고~~ 침구도 아주 포근합니다. 처음으로 숙박했던 장소인데 직원분들도 친절하여 다시 이용하고 싶은 숙박업체  입니다. 다음에 다시 이용 할께요~  항상 깨끗한 객실 사용할수 있도록 관리 부탁드려요~~^^</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">화장실이 넓고 또한 방이 넓고 쾌적해요, 티비도 크고 공기청정기 까지 있어서 좋아요<br/>다만 방이 커서 그런지 에어컨 터보냉방도 살짝 부족한거 같아요<br/>사장님이 방 업그레이드도 해주시고 친절하세요</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">터미널 및 마산역 근처라 교통 편도 좋은편이고 합성동 먹자골목 근처라 술 한잔 하고 쉬기에 좋았습니다. 주차장도 따로 있어 주차도 편했구요. 리모델링 한 호텔이라 방 컨디션도 좋았습니다. 종종 들를게요~</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">리뷰는 뒤늦게 적지만 객실 청결도는 물론이고 침구류도 너무 푹신하고 편하고 좋습니다 화장실도 정말 크고 바디워시와 샴푸등 세안도구들도 작은용기에 일회성으로 담아놔서 위생적으로 좋았어요 TV도 엄청커서 거의 영화관입니다 모든것이 완벽한데 다만 아쉬운점이 커튼이 암막커튼은 아닌거같은데 커튼을 쳐놔도 빛이 강하게 들어와서 좀 불편했어요 요즘같은 여름은 일찍해가뜨고 햇빛도 강한데 해가 뜬 이후로는 자기가 좀 불편한거빼고는 최고예요</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">시설이 깨끗하고 룸컨디션 너무좋아 두번째 예약 방문 오후4시 조금넘어 너무일찍 가서 입뺀, 주변에 돌다가 식당 겨우찾아서 맛나게 먹고 잘 보내고 갔습니다.<br/>입실시간 준수하세요 ^^</div>|<div class="num">6.0</div>
합성 아이브호텔|<div class="txt">다른 리뷰들처럼 내부가 정말 깔끔하고 깨끗합니다<br/><br/>건물이 상가 건물이라 안으로 들어와서 엘레베이터를 타고<br/>6층 안내데스크로 가는 구조입니다.<br/><br/>예약할 때 주차가 되는 줄 알았는데 어디로 들어가야하는지<br/>몰라서 주변 3블록 떨어진 주택가 옆에 주차하고 갔습니다.<br/>들어갈 때 보니 건물 중앙통로를 통해서 지하로 가는 주차장이 보였습니다. 그런데 가는 길 입구에 흰색 아반떼가 어중간하게 주차되어 있어서 지하 주차장을 쓸 수 있는지는 모르겠네요.<br/><br/>내부는 화장실도 넓고 호텔이라는 이름에 걸맞게<br/>어매니티도 잘 갖추고 있었습니다. 모텔 생각하고 갔다가<br/>잘 관리된 보급형 호텔 온 것 같아서 좋네요.<br/>잘 머물다 갑니다.</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">출장중에 가게된곳입니다 독특하게 빌딩건물내 2개의층을 사용하네요<br/>객실은 무료로 업그레이드해주셨고요 리모델링했다고해서 그런지 대체적으로 깔끔했습니다<br/>침대가 폭신폭신한게 딱 저한테 맞았어요</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">합성동쪽은 처음 묵은 숙소인데 예전에는 다 오래된곳만 있어 <br/>상남동이나 댓거리쪽에 항상 묵었습니다.<br/>리모델링을 최근에해서 인지 너무 깨끗하고 냄새도 안나네요.<br/>사장님께서 친절하게 객실도 업그레이드 해주셔서 너무 편히 쉬었네요.<br/>스타일러도 있고 ..감사합니다.<br/>담에 재방문 의사 있습니다</div>|<div class="num">10.0</div>
합성 아이브호텔|<div class="txt">진짜 너무 시설깨끗하고 냄새나는것도없구 편안하게 시눤하게 비즈니스호텔로써 좋은거같아요!! 다른분들도 편안하게 쉬었다가실곳 찾으신다면 정말 추천드려요!! 객실업그레이드도 해주시구 감사합니다!!</div>|<div class="num">10.0</div>
